,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,15507.0,11423.0,14323.0,18665.0,22540.0,28453.0,34628.0,41792.0,48581.0,58694.0,67436.0,78846.0,90972.0,103918.0,116342.0,128652.0,140956.0,148731.0,154534.0,151911.0,147248.0,142515.0,133839.0,123189.0,113833.0,100777.0,83307.0,64354.0,41549.0,15917.0,
1,0.0,0.033333148241608344,0.06666629648321669,0.09999944472482503,0.13333259296643338,0.16666574120804173,0.19999888944965005,0.2333320376912584,0.26666518593286676,0.2999983341744751,0.33333148241608346,0.3666646306576918,0.3999977788993001,0.4333309271409085,0.4666640753825168,0.4999972236241252,0.5333303718657335,0.5666635201073419,0.5999966683489502,0.6333298165905585,0.6666629648321669,0.6999961130737752,0.7333292613153836,0.7666624095569919,0.7999955577986002,0.8333287060402086,0.866661854281817,0.8999950025234253,0.9333281507650336,0.966661299006642,0.9999944472482504
2,"Rectangle(xy=(3.46945e-18, 0), width=0.0333331, height=15507, angle=0)","Rectangle(xy=(0.0333331, 0), width=0.0333331, height=11423, angle=0)","Rectangle(xy=(0.0666663, 0), width=0.0333331, height=14323, angle=0)","Rectangle(xy=(0.0999994, 0), width=0.0333331, height=18665, angle=0)","Rectangle(xy=(0.133333, 0), width=0.0333331, height=22540, angle=0)","Rectangle(xy=(0.166666, 0), width=0.0333331, height=28453, angle=0)","Rectangle(xy=(0.199999, 0), width=0.0333331, height=34628, angle=0)","Rectangle(xy=(0.233332, 0), width=0.0333331, height=41792, angle=0)","Rectangle(xy=(0.266665, 0), width=0.0333331, height=48581, angle=0)","Rectangle(xy=(0.299998, 0), width=0.0333331, height=58694, angle=0)","Rectangle(xy=(0.333331, 0), width=0.0333331, height=67436, angle=0)","Rectangle(xy=(0.366665, 0), width=0.0333331, height=78846, angle=0)","Rectangle(xy=(0.399998, 0), width=0.0333331, height=90972, angle=0)","Rectangle(xy=(0.433331, 0), width=0.0333331, height=103918, angle=0)","Rectangle(xy=(0.466664, 0), width=0.0333331, height=116342, angle=0)","Rectangle(xy=(0.499997, 0), width=0.0333331, height=128652, angle=0)","Rectangle(xy=(0.53333, 0), width=0.0333331, height=140956, angle=0)","Rectangle(xy=(0.566664, 0), width=0.0333331, height=148731, angle=0)","Rectangle(xy=(0.599997, 0), width=0.0333331, height=154534, angle=0)","Rectangle(xy=(0.63333, 0), width=0.0333331, height=151911, angle=0)","Rectangle(xy=(0.666663, 0), width=0.0333331, height=147248, angle=0)","Rectangle(xy=(0.699996, 0), width=0.0333331, height=142515, angle=0)","Rectangle(xy=(0.733329, 0), width=0.0333331, height=133839, angle=0)","Rectangle(xy=(0.766662, 0), width=0.0333331, height=123189, angle=0)","Rectangle(xy=(0.799996, 0), width=0.0333331, height=113833, angle=0)","Rectangle(xy=(0.833329, 0), width=0.0333331, height=100777, angle=0)","Rectangle(xy=(0.866662, 0), width=0.0333331, height=83307, angle=0)","Rectangle(xy=(0.899995, 0), width=0.0333331, height=64354, angle=0)","Rectangle(xy=(0.933328, 0), width=0.0333331, height=41549, angle=0)","Rectangle(xy=(0.966661, 0), width=0.0333331, height=15917, angle=0)",
